building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,六本木アークタワーズウエスト,70.0,measured,999.6,"POLYGON ((385985.3885426335 3947678.64716601, 385985.1288999198 3947678.872365693, 385984.96076544956 3947679.1740468466, 385984.9108664027 3947679.518586177, 385984.9786339134 3947679.861616841, 385985.15444784507 3947680.158888053, 385985.42883027776 3947680.377240735, 385985.76514948823 3947680.48386397, 385986.10909785144 3947680.4794540606, 385986.4333793449 3947680.3532674494, 385987.71789891063 3947679.5713444166, 385991.8789964649 3947686.3848923016, 385998.71496659936 3947682.2370192665, 385999.5008191875 3947683.513794523, 385999.8766136376 3947683.875063474, 386000.3669462878 3947683.990806349, 386000.8721110178 3947683.8512078454, 386001.22932722425 3947683.4694483005, 386001.34978852764 3947682.9797885637, 386001.20762081037 3947682.482402122, 386005.48346457095 3947679.88716901, 386005.85925891425 3947680.2484382093, 386006.35878512973 3947680.3751570983, 386006.8547566914 3947680.224583262, 386007.2210245717 3947679.842707939, 386007.3414862609 3947679.353048297, 386007.19026756554 3947678.8557777987, 386008.0526493899 3947678.334420437, 386008.42844368715 3947678.6956897425, 386008.91877648793 3947678.811433093, 386009.4239416343 3947678.6718350863, 386009.78115841176 3947678.290075901, 386009.9016202636 3947677.8004162977, 386009.75945296616 3947677.3030297356, 386014.03530163167 3947674.7078008763, 386014.4110958221 3947675.0690704314, 386014.91062218463 3947675.1957898038, 386015.40659416624 3947675.0452164556, 386015.7728626247 3947674.663341504, 386015.8933248625 3947674.1736819935, 386015.742106575 3947673.6764113624, 386014.9653068569 3947672.399518705, 386021.8103494415 3947668.2515480206, 386017.6494097342 3947661.4490783834, 386018.9339346865 3947660.667160016, 386019.2912947886 3947660.2964929612, 386019.41161528416 3947659.79574181, 386019.2603969943 3947659.2984711286, 386018.88460237265 3947658.9372013663, 386018.39426864 3947658.8214574466, 386017.8892444001 3947658.972146617, 386015.2908095982 3947654.71225618, 386015.6480276326 3947654.330497275, 386015.7684901958 3947653.840837784, 386015.6263229151 3947653.343451143, 386015.2414766011 3947652.9822975476, 386014.7511424893 3947652.866553819, 386014.24597578513 3947653.0061514787, 386013.7281554709 3947652.158587017, 386014.085373551 3947651.776828049, 386014.2058360706 3947651.287168539, 386014.0636686658 3947650.789781922, 386013.68787348527 3947650.428512368, 386013.18848790624 3947650.312884745, 386012.6923723809 3947650.4523664676, 386010.0848814434 3947646.1925935047, 386010.4512931118 3947645.8218100825, 386010.57175552833 3947645.332150523, 386010.42039435473 3947644.823788275, 386010.0447409605 3947644.47361058, 386009.55426412437 3947644.346775417, 386009.04923918337 3947644.497465071, 386007.76457045646 3947645.2682931, 386003.60346771905 3947638.4547380223, 385996.76746077393 3947642.6026061405, 385995.98160446703 3947641.325831102, 385995.60580814094 3947640.964562289, 385995.1064217659 3947640.8489356646, 385994.61030594824 3947640.9884183872, 385994.2440369077 3947641.37029418, 385994.1235753144 3947641.8599539776, 385994.2747952721 3947642.3572242614, 385989.9989359872 3947644.952462251, 385989.6140882454 3947644.591309733, 385989.1237532899 3947644.4755673995, 385988.61858644965 3947644.615166512, 385988.2613691228 3947644.9969265168, 385988.14090791484 3947645.486586407, 385988.2830768519 3947645.983972645, 385987.4297441887 3947646.5052158013, 385987.05394771206 3947646.143947347, 385986.55456149037 3947646.028321203, 385986.05844608403 3947646.1678044144, 385985.69217761944 3947646.549680577, 385985.57171657693 3947647.0393405077, 385985.7229369448 3947647.5366106597, 385981.4470825647 3947650.131852905, 385981.0622346775 3947649.770700751, 385980.5718998727 3947649.6549588935, 385980.0667334464 3947649.794558502, 385979.7095166927 3947650.1763188676, 385979.5890560357 3947650.665978892, 385979.731225388 3947651.1633650055, 385980.5170832839 3947652.440138662, 385973.6720462077 3947656.5881412057, 385977.8330224002 3947663.3905911106, 385976.54850124085 3947664.172515516, 385976.191285239 3947664.554276049, 385976.070825011 3947665.043936141, 385976.21299437317 3947665.5413222094, 385976.5978418157 3947665.902474149, 385977.08817579574 3947666.0182157704, 385977.5933412453 3947665.8786159647, 385980.19164930715 3947670.127404115, 385979.93214868044 3947670.363695655, 385979.7640142072 3947670.665376901, 385979.7141152961 3947671.009916262, 385979.7818830544 3947671.35294689, 385979.9575550987 3947671.6391262924, 385980.23193791945 3947671.857478821, 385980.5592062329 3947671.9642179213, 385980.9031549307 3947671.959807819, 385981.2274366764 3947671.833621027, 385981.7543103866 3947672.6810676153, 385981.48575851775 3947672.9174751663, 385981.32667532563 3947673.2190403305, 385981.267725094 3947673.5636957353, 385981.3354927776 3947673.906726375, 385981.5202160058 3947674.1927897506, 385981.7945987085 3947674.411142327, 385982.12200912467 3947674.5289731934, 385982.4658155062 3947674.5134714385, 385982.7900971769 3947674.3872847008, 385985.3885426335 3947678.64716601), (386000.92856708885 3947649.416158142, 386010.804221394 3947665.585960438, 385994.55387262255 3947675.423468307, 385984.67819811276 3947659.253683357, 386000.92856708885 3947649.416158142))"
yes,,,,,桔梗門,10.5,default,524.9,"POLYGON ((387636.29927890387 3949628.8215377824, 387636.48909921333 3949629.5180275864, 387638.5810916127 3949628.903621645, 387638.90279010555 3949630.008903196, 387639.53357275686 3949629.790151443, 387658.5044804491 3949624.1144997985, 387660.9146758048 3949632.204465729, 387672.63705276954 3949628.7615213785, 387668.2982395387 3949614.1618661135, 387664.87204037805 3949601.5918785385, 387663.9278546343 3949598.4976369487, 387658.42784615984 3949600.1535321004, 387658.02134056 3949598.783078297, 387657.25960471877 3949596.518542564, 387647.9339860033 3949599.831362647, 387647.41664375574 3949598.2848147037, 387646.90237743553 3949598.4133447963, 387643.43397137977 3949599.688572907, 387640.05507737066 3949600.8850162327, 387638.92952750594 3949601.342986791, 387639.4077289768 3949602.657065888, 387629.3444303781 3949606.323131139, 387636.3155752943 3949624.383935578, 387636.81481970113 3949625.9307117825, 387637.6892311511 3949625.6534120245, 387630.6450677881 3949606.828079072, 387639.872814131 3949603.649599641, 387640.37942531094 3949605.063160996, 387639.09070861473 3949605.501007572, 387639.5696110683 3949606.8705452653, 387640.85832758364 3949606.4326987527, 387641.38415889937 3949607.934765069, 387643.5559173592 3949607.1862301324, 387644.5742777792 3949606.840550234, 387643.7855314768 3949604.587450508, 387644.8488581044 3949604.219015162, 387645.93919240416 3949603.839145004, 387646.71888893837 3949606.0923593133, 387648.28687121614 3949605.5511418013, 387649.6296034828 3949605.0904267067, 387649.1601724697 3949603.7540492555, 387650.67399988574 3949603.224610328, 387650.10124083987 3949601.590014928, 387648.58741317113 3949602.1194539447, 387648.1451296954 3949600.782733328, 387656.3436539507 3949597.8058728767, 387657.22835875326 3949600.4904065984, 387651.9373272657 3949602.210225002, 387655.6588050529 3949614.5102316723, 387656.53810507373 3949617.48326439, 387657.31323557027 3949620.0915289116, 387658.0787555285 3949622.65554103, 387639.0897464221 3949628.3314223327, 387638.97568606323 3949627.90021836, 387637.6599652925 3949628.349500207, 387636.29927890387 3949628.8215377824))"
hotel,,,,,パレスビル,10.5,default,6964.5,"POLYGON ((387869.80767861416 3949674.0621936703, 387868.6582947914 3949676.2177383546, 387900.25155567226 3949698.261256122, 387903.06943182787 3949702.097334368, 387904.72793873755 3949706.5803661593, 387912.6558171954 3949748.879644167, 387922.2284371488 3949747.2169119255, 387924.8801878665 3949762.2816927205, 387965.7983333571 3949755.1540093296, 387955.1695429682 3949694.584510183, 387954.12865812134 3949688.1190437274, 387952.1937531575 3949677.504796048, 387955.27309383306 3949676.9556701644, 387951.2574715867 3949654.9302832354, 387949.14144953445 3949642.155092164, 387921.93931770045 3949646.791298574, 387909.72020370443 3949648.8867728743, 387902.4409434303 3949650.1212200983, 387880.62155176 3949653.8465529345, 387862.7126474895 3949656.901359019, 387864.49513961485 3949670.490567021, 387869.80767861416 3949674.0621936703))"
office,,royal,,,宮内庁,10.5,default,5225.9,"POLYGON ((387221.10189061105 3949577.049281346, 387218.3609931889 3949583.5848614783, 387215.51673665934 3949582.6891032574, 387214.7766847551 3949584.994851829, 387211.4809883818 3949583.4724942264, 387213.3957796178 3949578.1676821997, 387218.2409449007 3949566.2805111413, 387218.83645128965 3949564.7087689764, 387220.62240876246 3949559.949175885, 387221.20192877174 3949558.5440394273, 387223.949675154 3949551.120893218, 387225.8664522027 3949545.9713685936, 387187.13099951536 3949531.1539574284, 387185.63284004724 3949535.0557038225, 387182.8229005956 3949542.568400293, 387208.7543115524 3949553.332755605, 387197.53503945406 3949580.7208155636, 387192.950253422 3949578.893115637, 387189.3184886418 3949587.2593497215, 387192.3294355838 3949588.452508453, 387192.5021020224 3949590.646831705, 387199.36525583436 3949593.710271642, 387199.9788554461 3949592.138298296, 387207.1735912591 3949594.942384645, 387209.47828023374 3949588.268121186, 387219.4717415934 3949591.9463645117, 387216.77010426566 3949599.4354890664, 387252.11664772313 3949612.5432388578, 387250.8721795491 3949615.7539580697, 387274.56971080706 3949623.8178351405, 387275.91110581177 3949621.826175777, 387312.3964984125 3949635.5409495872, 387316.7925306643 3949623.91468077, 387319.9374979406 3949624.973060243, 387322.4210887354 3949618.840141941, 387319.70668719965 3949617.4767774814, 387324.1727912605 3949604.9510509833, 387318.7254772732 3949593.6270901947, 387320.5533419768 3949592.8828359614, 387314.6529926885 3949579.3792012595, 387312.8979419751 3949580.1558138207, 387307.54667357093 3949567.8433194323, 387279.27915994404 3949556.9862838704, 387279.22987879475 3949555.9552129144, 387275.13128065 3949555.352683246, 387274.8500985108 3949556.731844604, 387265.21292444743 3949553.3152630986, 387252.42733582295 3949588.5218528574, 387221.10189061105 3949577.049281346), (387270.7924457077 3949604.3078964357, 387283.3266268901 3949572.110862872, 387297.40670352697 3949577.589976837, 387299.2803321189 3949581.8815892874, 387291.75393984816 3949585.0388479247, 387300.63177046756 3949605.6600198117, 387309.4697311099 3949602.441762332, 387310.7390643396 3949606.1863646125, 387306.0920416374 3949618.0044085085, 387270.7924457077 3949604.3078964357))"
public,,government,,,首相官邸,17.5,levels_x3.5,5748.8,"POLYGON ((386150.4071117941 3948434.7758642603, 386248.4083818895 3948456.3518810724, 386259.48648591863 3948399.633118715, 386163.19082106656 3948378.4012065153, 386150.4071117941 3948434.7758642603))"
roof,,,,,,10.5,default,736.4,"POLYGON ((386938.1130833974 3948699.8533029873, 386916.4980400228 3948711.266125879, 386892.9239347733 3948668.3013627, 386890.04860285105 3948669.968693555, 386915.4029687571 3948716.2610416627, 386932.70538137207 3948706.66693576, 386944.77657762077 3948699.968237809, 386947.1441910332 3948704.641773737, 386950.37739958323 3948708.339167075, 386954.54141110193 3948710.4938206915, 386959.9474598646 3948711.37911584, 386963.4428346197 3948710.779993126, 386965.9084615809 3948710.3492746735, 386972.52495972207 3948707.4806746105, 386974.2986770168 3948711.0080439667, 386978.8580772084 3948708.664811913, 386959.7554002836 3948673.4972361703, 386955.1599263741 3948675.852029645, 386957.33680317487 3948679.762541797, 386951.119181025 3948683.391531787, 386943.12587443826 3948669.104909843, 386940.4483696602 3948670.669866549, 386947.9603022359 3948685.5394704095, 386945.9883702003 3948689.2032187306, 386944.9759039908 3948692.8658586633, 386944.6318849509 3948696.4201559206, 386938.1130833974 3948699.8533029873), (386958.9364615888 3948683.125719196, 386970.60218264785 3948704.332380058, 386964.67772925587 3948707.5249867733, 386962.0945899673 3948707.968293331, 386959.8275027379 3948708.3521141117, 386955.46025072475 3948707.2982997024, 386950.9884125808 3948704.4264824106, 386948.59971606894 3948700.23023443, 386948.19388312544 3948695.365346342, 386949.434202512 3948690.4018688835, 386952.3285532021 3948686.6709233704, 386958.9364615888 3948683.125719196))"
public,,,,,財務省本庁舎,17.5,levels_x3.5,10952.8,"POLYGON ((386760.5521042014 3948430.987963459, 386765.10041146196 3948441.269182179, 386878.9857927507 3948390.9857418123, 386852.53147063433 3948331.606049108, 386826.41266030236 3948273.009795296, 386779.97632013116 3948292.9924751124, 386778.01494955155 3948288.247244757, 386755.4031036871 3948297.50988224, 386757.62595495366 3948302.8841074724, 386712.6626189664 3948322.648705884, 386731.7970240171 3948365.858187512, 386747.1007157418 3948400.4191922406, 386760.5521042014 3948430.987963459), (386801.8178401268 3948344.7983694617, 386789.5957302713 3948319.0617495878, 386786.9913642235 3948313.5814402495, 386823.7036068528 3948298.415126413, 386840.6250251201 3948337.0602827715, 386857.7420112926 3948376.146719473, 386822.5478356214 3948391.792786637, 386820.7102359063 3948387.522992955, 386809.23732492345 3948360.9004239677, 386818.0949239425 3948357.004770049, 386819.4092459282 3948356.433362556, 386818.7458988545 3948354.8110619183, 386813.2053653908 3948341.247678582, 386812.485876939 3948339.481877528, 386810.4889336259 3948340.4724364677, 386801.8178401268 3948344.7983694617), (386766.91525857034 3948390.4488846827, 386751.8303976604 3948356.007089742, 386738.88018654595 3948326.4192675087, 386764.2898779543 3948315.090836709, 386769.7926135577 3948327.8115671934, 386781.0402760026 3948353.7935349876, 386777.99617785035 3948353.5882445383, 386775.9278256048 3948354.6573754856, 386773.86540679226 3948356.192358728, 386771.54783358675 3948350.486530973, 386755.5300841432 3948357.224623353, 386768.6378819618 3948386.400000553, 386784.09346453234 3948379.5914342906, 386782.51195336063 3948374.8191787275, 386783.7739553822 3948373.693756634, 386781.7037238211 3948368.21774036, 386786.7184686353 3948366.079393669, 386800.4091739137 3948396.966884546, 386805.7029566616 3948408.9248435698, 386779.7627705569 3948419.8050879007, 386766.91525857034 3948390.4488846827))"
yes,,,,,JICA HQ,10.5,default,3786.3,"POLYGON ((385653.9541456932 3949847.8237341754, 385676.49347690644 3949786.885096461, 385676.5516807938 3949778.042760739, 385609.5273940816 3949777.0082880766, 385600.265237797 3949828.069280349, 385653.9541456932 3949847.8237341754), (385635.51124773256 3949801.57894589, 385645.672498411 3949802.0805120952, 385641.7381437202 3949816.3531212714, 385634.41924092756 3949815.182644051, 385635.51124773256 3949801.57894589))"
commercial,studio,,,,TBS放送センター,10.5,default,9186.6,"POLYGON ((385473.6784163944 3948320.8617733936, 385475.83723657485 3948318.3933791216, 385481.6684982534 3948323.443494299, 385479.4115496323 3948326.024086854, 385487.7969296216 3948333.2933006156, 385489.9468426323 3948330.836118049, 385495.2197148474 3948335.4053166625, 385498.85994118184 3948331.287094049, 385503.3546494902 3948335.178518099, 385507.2530624276 3948330.724166998, 385509.0747049557 3948332.298181746, 385519.29789401824 3948320.6070385, 385522.09004321985 3948323.0338572827, 385531.92965198966 3948311.780317936, 385527.57213324704 3948307.998048874, 385528.8209437481 3948306.5619932655, 385530.37936873425 3948306.675050703, 385537.2675018904 3948304.522963246, 385542.8390311711 3948299.9472466083, 385546.25162186526 3948293.613262534, 385547.010428448 3948286.459238259, 385545.00244323735 3948279.5516099283, 385540.78840728756 3948274.2587622283, 385542.37629578216 3948272.441162367, 385533.54228283797 3948264.778305064, 385530.5269917151 3948268.2228513528, 385524.5127111625 3948263.0197508587, 385527.224562611 3948259.911916424, 385516.79770610924 3948250.8717943607, 385473.36404738046 3948213.535552332, 385448.089185442 3948241.5618028194, 385444.32518116554 3948238.182387357, 385435.552240471 3948247.913553093, 385398.02408546564 3948214.3843214624, 385381.82591331116 3948232.3539356794, 385393.13567137584 3948242.458600675, 385385.94231520884 3948250.4277653624, 385460.7510652191 3948317.278683278, 385464.6248859641 3948313.024314184, 385473.6784163944 3948320.8617733936), (385498.6271665536 3948253.4687175304, 385489.2692674601 3948264.172502726, 385483.6154202447 3948270.790529578, 385458.77988364163 3948248.5905122883, 385474.12144948676 3948231.57502989, 385498.6271665536 3948253.4687175304), (385473.2706058081 3948281.473764548, 385459.6932494447 3948297.0021730196, 385435.46106834535 3948275.2603772776, 385449.2675445223 3948259.950851348, 385473.2706058081 3948281.473764548))"
office,,,,,,4.0,measured,3569.6,"POLYGON ((386250.5173667686 3947967.4330055225, 386263.5332886041 3947965.1920143995, 386277.3349490312 3947962.807870749, 386275.4976019144 3947952.2148669455, 386271.77452030557 3947930.7854218534, 386270.05442808184 3947920.8676244784, 386269.2066947598 3947916.1637194958, 386268.96055737184 3947914.6137742996, 386265.4323733112 3947894.2690044804, 386261.98311028315 3947874.4335287157, 386248.2264282091 3947876.8060219316, 386251.32377591555 3947894.6047868184, 386238.10905501735 3947896.8816158003, 386235.0992429774 3947879.558756129, 386222.0018827262 3947881.811919699, 386207.69731413777 3947889.4720058925, 386211.0452550184 3947908.4545604433, 386226.18399210833 3947905.8535463978, 386237.2846532105 3947969.710070236, 386250.5173667686 3947967.4330055225), (386244.67804514145 3947934.138382131, 386257.7751902856 3947931.874158304, 386258.0005314935 3947933.213592328, 386259.8770858763 3947944.039055642, 386246.81616236304 3947946.3028136804, 386244.67804514145 3947934.138382131))"
public,,,,,特許庁総合庁舎,80.95,measured,4789.5,"POLYGON ((386457.6045118539 3948158.3791603013, 386454.4192207465 3948159.1741977436, 386450.84542197187 3948145.1421616185, 386442.3184936562 3948147.2922719303, 386451.3636742434 3948182.886792594, 386449.35727165843 3948184.554258112, 386447.89123851305 3948186.714031138, 386447.08096776955 3948189.1871413025, 386446.9964566856 3948191.7841045624, 386447.6352964142 3948194.3163617873, 386448.94939949655 3948196.5626568403, 386450.84613334836 3948198.3577702306, 386453.1697939405 3948199.5594750657, 386455.72904132085 3948200.070373562, 386461.8862959299 3948224.3087398442, 386470.76499809395 3948222.0654053953, 386469.74501761823 3948218.040388366, 386471.3421783717 3948217.6428141813, 386471.73280270654 3948219.1687320597, 386480.142432875 3948217.0534256194, 386481.6480700907 3948222.9581411746, 386521.4221229809 3948212.9321570387, 386519.9544127927 3948207.160073897, 386528.37297337304 3948205.033606438, 386512.589732169 3948142.9227681006, 386504.1981260411 3948145.0378106316, 386502.5012831157 3948138.336799577, 386464.2607282485 3948147.966093438, 386465.69171308255 3948153.6942634657, 386456.9571887389 3948155.891384929, 386457.6045118539 3948158.3791603013), (386506.7987745629 3948170.774854831, 386509.7831444438 3948181.896838927, 386477.82891672745 3948190.4141437015, 386474.83531643276 3948179.281193126, 386506.7987745629 3948170.774854831))"
public,,,,,最高裁判所庁舎,17.5,levels_x3.5,14727.7,"POLYGON ((386211.6418383542 3949247.082050229, 386233.2452359935 3949257.5551439226, 386232.32267051283 3949259.0202080756, 386270.25671028567 3949276.0514292275, 386271.427242649 3949273.451654245, 386284.7064547296 3949279.205696468, 386285.6499746198 3949275.133386245, 386283.1692045294 3949274.3663913803, 386287.23758475005 3949252.7817636873, 386320.2341241357 3949260.258264184, 386314.83790646563 3949284.8883968024, 386309.6568846162 3949282.4697157093, 386308.63449305244 3949287.452702774, 386315.5533547311 3949290.5813280167, 386314.27478423965 3949293.2268529986, 386329.08831694815 3949300.059594591, 386329.5705830953 3949298.84423009, 386357.0318900917 3949312.3156082355, 386358.8298972763 3949311.3607602473, 386371.37682603963 3949317.190852555, 386369.73401701724 3949320.373516122, 386377.6990634339 3949323.9214606467, 386378.9096210678 3949320.9107277486, 386385.2342520028 3949323.5810734257, 386386.55553415295 3949320.735329373, 386385.8089302821 3949320.3898801073, 386386.4062953348 3949318.973363763, 386383.37236221955 3949317.414677848, 386386.4058794945 3949311.1524211247, 386387.6714307292 3949311.735294604, 386388.76380625326 3949309.3916866127, 386387.49853834545 3949308.830996436, 386390.68772375607 3949302.0009808633, 386391.9795740985 3949302.5169575536, 386393.09867549205 3949300.1397279585, 386391.84203086473 3949299.545646279, 386395.1019188806 3949292.5816063653, 386396.3848624414 3949293.1087911194, 386397.4157384628 3949290.910186575, 386396.16800072324 3949290.304896862, 386399.4543358541 3949283.2850531386, 386400.7285143568 3949283.8345376696, 386401.6889803311 3949281.7921432713, 386400.4510001353 3949281.242195922, 386403.79813799483 3949274.0218932526, 386405.0192955457 3949274.671897976, 386405.9708557087 3949272.6407115087, 386404.6880516412 3949272.124617057, 386407.9390527912 3949265.1717900266, 386409.142537181 3949265.8553018407, 386410.1558875329 3949263.701297255, 386408.8993808664 3949263.118304825, 386413.02801883605 3949254.7231965815, 386416.34305129276 3949255.612688247, 386417.04661220143 3949254.0062271073, 386418.1291915702 3949254.436133843, 386418.94116296276 3949251.397220703, 386360.31353729765 3949238.390646393, 386360.7265073325 3949236.710241192, 386365.1654141617 3949237.7184670554, 386366.15082089143 3949233.3793866187, 386374.2841509682 3949235.216773504, 386379.16216717317 3949213.9324667538, 386371.0104360147 3949212.0731229438, 386371.9873665487 3949207.7785260747, 386345.69927544764 3949201.8467930607, 386346.5791460986 3949196.3331444603, 386357.036475054 3949198.706570163, 386357.4907243424 3949196.715017968, 386356.50132667436 3949196.4947041473, 386356.8355454375 3949195.0260831546, 386355.76441642945 3949194.7846273542, 386357.16152010765 3949188.6653153817, 386377.11365139077 3949193.1693574702, 386378.2707061159 3949188.095911029, 386358.70897913526 3949183.6867161817, 386360.0802140746 3949177.667577549, 386361.0242232014 3949177.877378613, 386361.30683958775 3949176.620194952, 386362.42321927776 3949176.86107294, 386362.92850790266 3949174.613717154, 386343.7906624684 3949170.0881989175, 386344.74128736334 3949165.860496652, 386340.275334966 3949164.8637190564, 386339.3245702068 3949169.0803301153, 386314.4197062708 3949163.7411411377, 386315.3250693589 3949159.514014204, 386310.49669394194 3949158.4886063337, 386309.5822832461 3949162.715849566, 386292.924189038 3949158.8798003863, 386292.22989706416 3949161.9172203857, 386293.37399764097 3949162.2021093797, 386291.63449279056 3949169.1467354083, 386268.6812537811 3949164.2486347654, 386267.6360848405 3949168.8658304093, 386290.4982476863 3949173.7207189673, 386289.2408417633 3949178.728901111, 386288.10579287086 3949178.443896912, 386286.9637651234 3949183.2731066323, 386296.6038140051 3949185.4350477927, 386295.37880603643 3949190.8532758076, 386280.9277887372 3949187.61025433, 386281.4170854372 3949185.5295008775, 386282.73071582144 3949185.6236290704, 386283.63552614616 3949182.062117934, 386247.01209419005 3949174.1107630837, 386247.6090937452 3949171.2520808154, 386227.8359866276 3949166.6018173536, 386227.01008863247 3949169.9626408657, 386217.7032823249 3949167.674478814, 386216.00950222695 3949171.8229623158, 386219.0883002707 3949172.6377516566, 386194.10389784834 3949225.419024709, 386207.09506453597 3949231.287579013, 386204.3967633826 3949237.5677949986, 386188.4004583864 3949230.273377163, 386186.66851792525 3949234.267046553, 386199.34819323116 3949240.5500394967, 386198.1492495485 3949243.0503462874, 386210.86212048685 3949249.099965356, 386211.6418383542 3949247.082050229), (386282.355452422 3949262.4068656894, 386217.40582120384 3949232.109620156, 386215.3641801438 3949233.1230833856, 386214.2507351608 3949229.5763085354, 386221.51695478096 3949227.3089512587, 386244.9938596206 3949176.9543545526, 386254.0058044824 3949178.8358568517, 386252.6143053444 3949185.3877641563, 386257.4531433444 3949186.5239419267, 386259.08249396726 3949180.1686755307, 386264.97351625946 3949181.479982921, 386264.48564245366 3949183.6716546593, 386262.8973968155 3949183.336985271, 386262.2637686443 3949186.162854499, 386263.779190146 3949186.465175016, 386263.4025763072 3949188.156213499, 386268.7035151364 3949189.330858152, 386268.16418120614 3949191.745059113, 386262.9449751406 3949190.5915560136, 386259.3149844773 3949206.823493901, 386264.1439086303 3949207.8932404667, 386263.6730007252 3949209.995946917, 386259.0891295082 3949208.978532388, 386258.72962353163 3949210.5916974326, 386257.0049270425 3949210.2033077143, 386255.9231460653 3949214.7876933943, 386273.52317563165 3949218.678178859, 386273.9056087199 3949217.441901704, 386285.0819773107 3949220.1277550207, 386283.70313738723 3949225.5479535586, 386280.2546040288 3949224.8377153287, 386277.65038807207 3949224.3274525707, 386277.2685557683 3949226.318083062, 386278.5297270233 3949226.5570977503, 386278.24091289507 3949228.0362348747, 386279.5838149166 3949228.2963910396, 386276.2274654824 3949245.4012113907, 386274.9209065147 3949245.1516843364, 386274.64071763935 3949246.597430658, 386273.3432084633 3949246.347788041, 386272.76544172585 3949249.2949710716, 386275.36965077766 3949249.8052322436, 386284.6368924206 3949251.8388057733, 386282.355452422 3949262.4068656894), (386386.61722977104 3949249.0924421516, 386393.73695434193 3949250.2328165094, 386391.95925387566 3949254.1937470227, 386385.4258674466 3949251.4816894615, 386386.61722977104 3949249.0924421516), (386390.64800118876 3949257.1170161343, 386395.3188303819 3949259.2760203504, 386392.39388318046 3949265.5368848382, 386381.2211946413 3949260.2993380157, 386384.1196959877 3949254.0942754517, 386390.64800118876 3949257.1170161343), (386324.2367572561 3949270.3243825114, 386325.6465334465 3949263.7833468113, 386322.6677494718 3949263.000523448, 386322.9764833066 3949260.9553623353, 386336.18316529825 3949263.8704609904, 386336.98137729184 3949260.465628235, 386336.0554754826 3949260.255598433, 386336.38092200976 3949258.8092755857, 386335.3097999461 3949258.567822402, 386337.95422620093 3949246.6528176176, 386351.27263969765 3949249.8105683113, 386353.1799752277 3949241.8321086746, 386375.7431166611 3949246.679938091, 386375.1185988382 3949248.0968020028, 386378.2031678241 3949249.366406444, 386379.1620730967 3949247.202000654, 386382.1110135674 3949247.7744471333, 386377.538476394 3949258.2608314543, 386373.2703646811 3949256.451681193, 386368.0054683628 3949268.710796055, 386364.6907264027 3949275.6311732763, 386362.0067593085 3949274.5450419164, 386357.1363321629 3949285.090715099, 386358.3964054606 3949290.199820612, 386357.4513548416 3949292.0312456717, 386319.74065250705 3949274.042759468, 386320.8208967736 3949269.3363727485, 386324.2367572561 3949270.3243825114), (386391.16915879794 3949268.148428756, 386387.97981778113 3949274.9673517738, 386376.85125183046 3949269.640498352, 386380.04058658157 3949262.8215712328, 386391.16915879794 3949268.148428756), (386382.54393830086 3949286.596311772, 386379.31063918886 3949293.515642423, 386368.1292106361 3949288.3004116695, 386371.362503305 3949281.3810768365, 386382.54393830086 3949286.596311772), (386367.0454617689 3949290.6106312987, 386378.18291627057 3949295.9262646833, 386374.9757804618 3949302.7676079846, 386363.7769703702 3949297.6080729035, 386367.0454617689 3949290.6106312987), (386362.6228124129 3949300.074503043, 386373.89231540967 3949305.1000102893, 386371.73386946775 3949309.720332737, 386360.5346404299 3949304.527526665, 386362.6228124129 3949300.074503043))"
