stakeholder,height_m,area_m2,euluc,function
resident,20.177033000000005,873.9352435693598,居住用地,
resident,25.702432999999967,230.69547502748853,居住用地,
resident,21.97396633333334,26.331453886383564,居住用地,
resident,17.165966333333337,192.93787812468204,居住用地,Residence
resident,28.58856633333331,21.468905219029025,居住用地,Residence
resident,26.34936633333332,21.468927140494014,居住用地,Residence
resident,25.016499666666668,21.53811445935015,居住用地,Residence
resident,16.64316633333334,21.89993720402711,居住用地,Residence
resident,6.489633000000005,167.61221841240803,居住用地,Residence
resident,17.16136633333334,29.598988782124522,居住用地,
resident,13.429433,59.027702151765254,居住用地,
resident,17.50916633333332,705.3017253449359,居住用地,Residence
resident,14.35096633333333,408.52249266003656,居住用地,Residence
resident,17.769833,546.8856850707061,居住用地,Residence
resident,17.356032999999993,544.7265407117939,居住用地,
resident,16.429432999999996,543.7112326708099,居住用地,Residence
resident,18.870433000000006,558.3658070234263,居住用地,
resident,7.031433000000006,25.432578676585013,居住用地,
resident,16.555232999999998,172.4530697916797,居住用地,
resident,20.79556633333329,560.898866478036,居住用地,Residence
resident,14.677833000000009,242.26057259650656,居住用地,Residence
resident,9.24323300000002,27.289547722284087,居住用地,
resident,6.646166333333344,162.44832317419818,居住用地,
resident,8.462366333333328,43.05567494371953,居住用地,Other
resident,8.796833,100.5763457040296,居住用地,
resident,8.901433000000004,44.828604622504244,居住用地,Other
resident,7.737033000000005,99.73880831992918,居住用地,
resident,8.793633,45.36566477367499,居住用地,
resident,8.197033000000003,98.83905273667023,居住用地,
resident,8.790433,42.99258139007993,居住用地,Other
resident,8.438433000000002,101.04631445165728,居住用地,
resident,6.008833000000005,18.939232741971505,居住用地,
resident,8.624233,44.24255518899679,居住用地,
resident,15.640899666666678,17.892846244208343,居住用地,
resident,8.404433000000015,52.03366359317628,居住用地,
resident,7.919033000000002,99.43306526810414,居住用地,Other
resident,8.880633000000001,139.74694981130708,居住用地,Residence
resident,8.758099666666673,98.62920268077795,居住用地,
resident,8.784899666666684,52.512255209674436,居住用地,
resident,12.69683300000002,36.10402054084411,居住用地,
resident,8.236566333333338,106.69969301756811,居住用地,Other
resident,15.229033,68.07301853688242,居住用地,Residence
resident,15.262899666666673,583.9370738288834,居住用地,
resident,8.455633000000004,99.47090471386994,居住用地,
resident,9.318499666666668,123.81008687512944,居住用地,Other
resident,8.181499666666674,36.35389397914447,居住用地,
resident,11.309966333333328,171.1050766915652,居住用地,Other
resident,8.728566333333337,107.97069133084325,居住用地,Other
resident,9.204233000000004,42.9934457297129,居住用地,
resident,7.742966333333341,100.38335273253433,居住用地,Other
resident,8.482432999999999,44.408391744137475,居住用地,
resident,7.25436633333334,159.34497158279424,居住用地,Other
resident,8.225432999999999,99.71240204870675,居住用地,Other
resident,7.926566333333335,116.95422634536939,居住用地,
resident,16.094566333333333,316.81061155068187,居住用地,
resident,11.424033000000014,317.24072585451216,居住用地,Other
unknown,22.052233000000005,1237.7819573564434,,Other
resident,13.754899666666644,290.91741988344296,居住用地,
resident,7.032899666666681,69.56950037876409,居住用地,
resident,20.02529966666668,232.7733043489393,居住用地,
resident,7.931166333333343,75.6447893617818,居住用地,
