building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt,stakeholder,scenario
residential,,,,,,3.0,measured,2038.8,"POLYGON ((372964.304304 147084.680565, 372964.295689 147090.108708, 372962.270623 147090.109646, 372962.272132 147093.370951, 372964.586494 147093.36988, 372964.57679 147096.443251, 372962.195668 147096.444353, 372962.197126 147099.595105, 372964.455854 147099.59406, 372964.44594 147102.214164, 372961.909038 147102.204283, 372961.899534 147105.70881, 372964.62559 147105.718603, 372964.615865 147108.747753, 372962.001082 147108.748963, 372961.991214 147111.468566, 372964.761776 147111.478338, 372964.751637 147113.612011, 372966.921356 147113.622062, 372966.921633 147114.219047, 372962.370792 147114.210098, 372962.372235 147117.327685, 372964.541949 147117.32668, 372964.532265 147120.444272, 372962.373673 147120.434216, 372962.375219 147123.772909, 372966.859299 147123.781888, 372966.84937 147126.368827, 372962.376416 147126.359842, 372962.377962 147129.698535, 372964.547681 147129.708585, 372964.537992 147132.815122, 372962.379405 147132.816121, 372962.380777 147135.778934, 372966.864857 147135.787914, 372966.856509 147141.790932, 372962.383556 147141.781947, 372962.385066 147145.043253, 372964.476892 147145.042284, 372964.467209 147148.159876, 372962.464391 147148.149748, 372962.454739 147151.333672, 372966.938824 147151.353706, 372966.940093 147154.095414, 372962.389248 147154.07541, 372962.390691 147157.192997, 372964.482523 147157.203084, 372964.472834 147160.30962, 372962.392135 147160.310584, 372962.393609 147163.494502, 372966.877689 147163.503481, 372966.867898 147166.388912, 372962.328185 147166.379959, 372962.318466 147169.420164, 372964.488184 147169.430215, 372964.478532 147172.614138, 372962.397833 147172.615102, 372962.399205 147175.577915, 372966.883284 147175.586894, 372966.873458 147178.394938, 372962.400505 147178.385954, 372962.401913 147181.426154, 372964.493744 147181.436241, 372964.484164 147184.774938, 372962.403459 147184.764846, 372962.404867 147187.805046, 372966.888946 147187.814025, 372966.880461 147193.51855, 372962.485396 147193.509531, 372962.47578 147196.770841, 372964.578738 147196.780922, 372964.56905 147199.887459, 372962.043281 147199.888629, 372962.033798 147203.437377, 372966.43999 147203.446391, 372966.440717 147205.01624, 372979.002814 147205.043587, 372979.030681 147193.137044, 372980.454903 147193.136385, 372980.464007 147188.769547, 372979.106541 147188.759121, 372979.218512 147142.216364, 372983.524564 147142.225426, 372983.544725 147137.70381, 372979.060645 147137.69483, 372979.183306 147090.190261, 372980.218097 147090.200837, 372980.227526 147086.530482, 372979.159354 147086.519921, 372979.186498 147073.043529, 372966.479742 147073.005188, 372966.469511 147074.939866, 372962.185711 147074.930793, 372962.17596 147077.904666, 372964.523702 147077.90358, 372964.514029 147081.043282, 372962.288681 147081.044312, 372962.279232 147084.670446, 372964.304304 147084.680565))",resident,current
residential,,,,,,3.0,measured,621.9,"POLYGON ((372785.049917 147055.190705, 372760.38399 147059.668469, 372760.467017 147070.756878, 372772.539403 147070.463846, 372771.847234 147065.478234, 372777.109821 147064.690871, 372777.946253 147068.847269, 372796.904814 147065.787226, 372797.128061 147067.323807, 372804.90501 147065.927238, 372804.537187 147064.545498, 372811.368502 147063.447861, 372809.5714 147051.155222, 372788.053908 147054.691825, 372787.317489 147050.258999, 372784.313493 147050.746823, 372785.049917 147055.190705))",resident,current
residential,,,,,,14.0,levels_x3.5,714.0,"POLYGON ((372792.976301 147160.145866, 372824.729539 147154.78039, 372822.487556 147142.897004, 372778.551481 147150.313355, 372779.454793 147154.723993, 372774.114469 147155.831997, 372773.8015 147152.76983, 372763.364621 147152.785725, 372764.015745 147165.23367, 372790.105848 147160.677851, 372790.496478 147163.25355, 372791.965116 147163.053874, 372793.355871 147162.865289, 372792.976301 147160.145866))",resident,current
residential,,,,,,31.5,levels_x3.5,1001.2,"POLYGON ((372761.517581 147152.786581, 372760.640482 147084.918614, 372760.467017 147070.756878, 372772.539403 147070.463846, 372773.8015 147152.76983, 372763.364621 147152.785725, 372761.517581 147152.786581))",resident,current
residential,,,,,,45.5,levels_x3.5,1288.9,"POLYGON ((373015.772728 147244.582328, 373015.66735 147233.272832, 372943.744447 147233.936298, 372943.732567 147232.311178, 372941.50723 147232.33432, 372941.401706 147220.715274, 373010.420553 147220.086321, 373010.432601 147222.076265, 373015.662144 147222.029622, 373015.63901 147220.128126, 373019.522219 147220.082107, 373019.534231 147221.994663, 373025.353486 147221.936692, 373025.341392 147219.847252, 373031.004877 147219.800408, 373031.098488 147229.728, 373028.683997 147229.751228, 373023.421074 147229.797886, 373023.467828 147234.651129, 373028.753005 147234.604461, 373030.922707 147234.581346, 373031.016333 147244.542103, 373025.853551 147244.588715, 373025.841738 147243.107313, 373020.100371 147243.165249, 373020.112138 147244.547152, 373015.772728 147244.582328))",resident,current
residential,,,,,,3.0,measured,1153.5,"POLYGON ((372827.633619 147202.781068, 372858.485455 147197.139628, 372858.742005 147198.510363, 372875.441824 147195.451366, 372875.99957 147198.491309, 372881.16194 147197.549218, 372880.715749 147195.128319, 372891.073865 147193.233066, 372893.293608 147205.149626, 372883.580787 147206.922972, 372883.279617 147205.309041, 372839.855636 147213.255805, 372840.317654 147249.804344, 372828.356484 147249.964665, 372827.907406 147217.329688, 372833.993696 147217.249479, 372833.924291 147211.544987, 372827.73786 147211.625243, 372827.633619 147202.781068))",resident,current
residential,,,,,,3.0,measured,1068.9,"POLYGON ((372917.293915 147205.005841, 372919.291349 147217.408936, 372918.590416 147217.519814, 372920.766389 147231.028353, 372921.812225 147230.862039, 372925.561603 147254.153768, 372924.704906 147254.286829, 372925.430249 147258.830211, 372938.614505 147256.834151, 372935.801998 147238.339978, 372934.400132 147238.561733, 372933.54093 147233.288765, 372935.176442 147233.033736, 372928.224459 147189.810828, 372915.051372 147191.906378, 372915.419594 147194.150428, 372910.724454 147194.893307, 372910.378542 147192.770855, 372900.253955 147194.378561, 372902.128636 147206.007844, 372913.332434 147204.222752, 372911.497665 147206.688929, 372914.380483 147208.832317, 372917.293915 147205.005841))",resident,current
residential,,,,,,3.0,measured,1122.6,"POLYGON ((372770.926862 147192.260628, 372769.246739 147192.294573, 372769.462906 147202.553774, 372767.437855 147202.587879, 372767.551702 147208.148633, 372766.172001 147208.182439, 372766.285782 147213.599474, 372779.081415 147213.339267, 372780.472242 147213.305456, 372780.005672 147190.940839, 372781.30749 147190.918124, 372781.182358 147185.014662, 372785.365674 147184.283073, 372786.548211 147190.97097, 372815.364145 147185.949566, 372815.040619 147184.114539, 372821.526985 147182.983893, 372821.828192 147184.675211, 372842.099481 147181.150235, 372839.879479 147168.680909, 372768.95226 147181.11782, 372770.926862 147192.260628))",resident,current
residential,,,,,,3.0,measured,919.2,"POLYGON ((372874.449361 147190.742278, 372871.838845 147175.94047, 372853.570216 147179.132857, 372849.164386 147179.908769, 372842.099481 147181.150235, 372839.879479 147168.680909, 372839.422079 147166.083131, 372846.509233 147164.830599, 372850.881688 147164.065759, 372869.294955 147160.851195, 372868.726006 147157.645428, 372871.574221 147157.146621, 372872.143175 147160.363443, 372883.714051 147158.346021, 372888.990839 147188.214936, 372874.449361 147190.742278))",resident,current
residential,,,,,,3.0,measured,1233.7,"POLYGON ((372901.283998 147184.140897, 372896.372945 147151.143171, 372955.451916 147142.470584, 372957.896284 147158.908646, 372913.080825 147165.48518, 372915.547511 147182.055897, 372901.283998 147184.140897))",resident,current
residential,,,,,,3.0,measured,1601.6,"POLYGON ((372915.403258 147470.830842, 372942.997452 147470.64115, 372942.50851 147400.064497, 372929.223239 147400.159102, 372929.235525 147402.657589, 372925.24104 147402.681552, 372925.228883 147400.459447, 372914.936691 147400.530554, 372915.020349 147412.967702, 372924.244379 147412.908145, 372924.232411 147411.095085, 372929.094781 147411.070719, 372929.464472 147464.434365, 372925.214073 147464.458449, 372925.166329 147457.482591, 372891.741743 147457.708156, 372891.83708 147471.328214, 372911.976391 147471.186201, 372912.000456 147475.088703, 372915.438604 147475.064996, 372915.403258 147470.830842))",resident,current
residential,,,,,,3.0,measured,1631.8,"POLYGON ((372812.831549 147363.100547, 372846.979351 147362.786205, 372849.072208 147365.007344, 372848.763936 147396.039655, 372847.551123 147396.040218, 372846.994879 147396.239471, 372846.538857 147396.615563, 372846.238667 147397.11319, 372846.116539 147397.688121, 372846.205825 147398.274009, 372846.495361 147398.793473, 372846.929483 147399.180206, 372847.485974 147399.511606, 372854.028465 147399.453293, 372854.149556 147396.645196, 372859.457011 147396.653787, 372859.445207 147395.194496, 372864.396581 147395.147977, 372864.372922 147392.118842, 372861.491109 147392.14229, 372861.455938 147388.284014, 372864.393385 147388.26054, 372864.369751 147385.286681, 372858.717393 147385.333525, 372858.693903 147382.669214, 372864.390768 147382.622349, 372864.367139 147379.659546, 372861.629979 147379.693982, 372861.594772 147375.758319, 372864.309684 147375.734948, 372864.28601 147372.672647, 372858.633651 147372.719491, 372858.610279 147370.309452, 372864.385032 147370.262551, 372864.361434 147367.366079, 372861.657649 147367.389444, 372861.633785 147363.918098, 372864.771513 147363.894531, 372864.748033 147361.25233, 372859.507363 147361.298983, 372859.495385 147359.463813, 372850.81657 147359.545227, 372850.757694 147352.558318, 372846.195822 147352.748375, 372846.148842 147347.419752, 372843.144634 147347.443257, 372843.168294 147350.472392, 372838.673109 147350.507644, 372838.638082 147346.958916, 372835.422467 147346.982519, 372835.480789 147352.775458, 372833.277706 147352.798591, 372833.219394 147347.027763, 372832.507283 147347.028093, 372830.626876 147347.051076, 372830.650751 147350.544534, 372826.478246 147350.590691, 372826.443199 147346.997742, 372823.8173 147347.021071, 372823.87554 147352.637126, 372820.893586 147352.660621, 372820.835289 147346.922957, 372818.087002 147346.957399, 372818.122019 147350.484017, 372814.094157 147350.519052, 372814.059109 147346.926103, 372811.511097 147346.949396, 372811.558206 147352.554401, 372805.738945 147352.601324, 372805.691811 147346.941042, 372803.310695 147346.953203, 372803.345717 147350.490876, 372799.239968 147350.525948, 372799.20492 147346.932998, 372796.590148 147346.956322, 372796.637262 147352.572383, 372793.432773 147352.595981, 372793.385643 147346.946755, 372791.082414 147346.958879, 372791.10631 147350.496558, 372787.078448 147350.531594, 372787.0434 147346.938644, 372784.35074 147346.962005, 372784.408981 147352.57806, 372781.193365 147352.601664, 372781.146235 147346.952437, 372778.920894 147346.964526, 372778.94479 147350.502204, 372775.072702 147350.537168, 372775.037658 147346.955273, 372772.80119 147346.967367, 372772.859595 147352.937192, 372769.755175 147352.80597, 372770.01341 147357.802837, 372767.877062 147357.770664, 372767.924028 147363.066122, 372767.935755 147364.359584, 372768.403504 147365.276955, 372769.193774 147365.862518, 372770.184069 147365.895224, 372771.018328 147365.364183, 372771.418474 147364.46852, 372771.551348 147363.075493, 372804.475378 147363.115482, 372804.520157 147363.701391, 372804.765197 147364.242986, 372805.177076 147364.65184, 372805.722399 147364.894803, 372806.278751 147364.927711, 372806.301558 147366.12167, 372807.091551 147366.110248, 372807.137382 147368.962489, 372810.063698 147368.927965, 372810.029081 147366.263658, 372811.175129 147366.252071, 372811.152213 147364.825951, 372811.708519 147364.759361, 372812.197983 147364.515917, 372812.564985 147364.128812, 372812.787289 147363.631221, 372812.831549 147363.100547))",resident,current
residential,,,,,,3.0,measured,1148.4,"POLYGON ((372914.591579 147328.173929, 372914.47479 147316.26745, 372924.967251 147316.163088, 372924.979239 147318.020369, 372929.496671 147317.974053, 372929.473577 147316.160998, 372941.000818 147316.045101, 372941.571767 147371.553375, 372944.720616 147371.518749, 372944.755442 147374.636321, 372942.340952 147374.659551, 372942.433904 147383.14996, 372930.41709 147383.266086, 372930.405019 147381.231921, 372925.887588 147381.278238, 372925.910673 147383.069182, 372914.739489 147383.184917, 372914.611715 147371.587991, 372925.248821 147371.483559, 372925.260502 147372.677524, 372929.366244 147372.631398, 372928.888638 147326.464787, 372924.182052 147326.51119, 372924.205028 147328.069974, 372914.591579 147328.173929))",resident,current
residential,,,,,,3.0,measured,1631.6,"POLYGON ((372837.032254 147435.125514, 372871.191172 147434.811161, 372873.284028 147437.032301, 372872.975761 147468.064609, 372871.762947 147468.065172, 372871.206704 147468.264426, 372870.739556 147468.640522, 372870.439365 147469.138149, 372870.328365 147469.713075, 372870.417651 147470.298963, 372870.69606 147470.818432, 372871.141309 147471.20516, 372871.686672 147471.536565, 372878.240288 147471.478246, 372878.350252 147468.670154, 372883.657705 147468.678745, 372883.645901 147467.219454, 372888.6084 147467.172929, 372888.573613 147464.143799, 372885.691802 147464.167247, 372885.65663 147460.308972, 372888.605202 147460.285492, 372888.570442 147457.311639, 372882.929212 147457.358479, 372882.905722 147454.694168, 372888.591458 147454.647307, 372888.567829 147451.684504, 372885.841797 147451.718935, 372885.806589 147447.783273, 372888.5215 147447.759902, 372888.486699 147444.697606, 372882.845469 147444.744446, 372882.822097 147442.334406, 372888.596847 147442.287504, 372888.562123 147439.391038, 372885.869465 147439.414398, 372885.834473 147435.943057, 372888.9722 147435.91949, 372888.94872 147433.27729, 372883.719179 147433.323938, 372883.696074 147431.488773, 372875.028389 147431.570183, 372874.958385 147424.58328, 372870.407641 147424.773332, 372870.36066 147419.44471, 372867.345327 147419.46822, 372867.380113 147422.49735, 372862.884931 147422.532603, 372862.849903 147418.983875, 372859.634289 147419.007478, 372859.681485 147424.800422, 372857.478403 147424.823556, 372857.431217 147419.052722, 372856.707979 147419.053058, 372854.827573 147419.076041, 372854.862575 147422.569493, 372850.678945 147422.615657, 372850.655024 147419.022702, 372848.029126 147419.046032, 372848.07624 147424.662092, 372845.094287 147424.685587, 372845.047116 147418.947919, 372842.298829 147418.982361, 372842.32272 147422.508984, 372838.29486 147422.54402, 372838.259811 147418.95107, 372835.722927 147418.974359, 372835.770037 147424.579363, 372829.950778 147424.626287, 372829.903643 147418.966005, 372827.522527 147418.978166, 372827.55755 147422.51584, 372823.451803 147422.550912, 372823.416754 147418.957962, 372820.801983 147418.981287, 372820.849098 147424.597347, 372817.64461 147424.620946, 372817.586352 147418.971725, 372815.283124 147418.98385, 372815.318148 147422.521523, 372811.290287 147422.55656, 372811.255238 147418.96361, 372808.562579 147418.986971, 372808.609695 147424.603031, 372805.405206 147424.62663, 372805.346949 147418.977409, 372803.121608 147418.989498, 372803.156631 147422.527171, 372799.273418 147422.562141, 372799.238374 147418.980246, 372797.013033 147418.992335, 372797.071439 147424.962159, 372793.96702 147424.830938, 372794.214129 147429.82781, 372792.088908 147429.795632, 372792.135875 147435.091089, 372792.147602 147436.384552, 372792.604225 147437.301928, 372793.405621 147437.887485, 372794.395916 147437.920191, 372795.230174 147437.38915, 372795.63032 147436.493487, 372795.752067 147435.100465, 372828.687213 147435.140444, 372828.720865 147435.726358, 372828.965905 147436.267953, 372829.38891 147436.676802, 372829.934233 147436.919765, 372830.490585 147436.952673, 372830.502266 147438.146637, 372831.303386 147438.13521, 372831.33809 147440.987456, 372834.264405 147440.952931, 372834.229787 147438.288625, 372835.386962 147438.277032, 372835.364046 147436.850912, 372835.920352 147436.784322, 372836.398688 147436.540884, 372836.776817 147436.153773, 372836.999121 147435.656183, 372837.032254 147435.125514))",resident,current
